term,week,weekly_score,category
mlb trade deadline,2020-11-15,,sports
mlb trade deadline,2020-11-22,7,sports
mlb trade deadline,2020-11-29,90,sports
mlb trade deadline,2020-12-06,,sports
mlb trade deadline,2020-12-13,,sports
mlb trade deadline,2020-12-20,,sports
mlb trade deadline,2020-12-27,,sports
mlb trade deadline,2021-01-03,89,sports
mlb trade deadline,2021-01-10,159,sports
mlb trade deadline,2021-01-17,,sports
mlb trade deadline,2021-01-24,191,sports
mlb trade deadline,2021-01-31,,sports
mlb trade deadline,2021-02-07,55,sports
mlb trade deadline,2021-02-14,59,sports
mlb trade deadline,2021-02-21,,sports
mlb trade deadline,2021-02-28,,sports
mlb trade deadline,2021-03-07,68,sports
mlb trade deadline,2021-03-14,43,sports
mlb trade deadline,2021-03-21,,sports
mlb trade deadline,2021-03-28,100,sports
mlb trade deadline,2021-04-04,,sports
mlb trade deadline,2021-04-11,100,sports
mlb trade deadline,2021-04-18,,sports
mlb trade deadline,2021-04-25,14,sports
mlb trade deadline,2021-05-02,,sports
mlb trade deadline,2021-05-09,49,sports
mlb trade deadline,2021-05-16,23,sports
mlb trade deadline,2021-05-23,,sports
mlb trade deadline,2021-05-30,2,sports
mlb trade deadline,2021-06-06,7,sports
mlb trade deadline,2021-06-13,7,sports
mlb trade deadline,2021-06-20,5,sports
mlb trade deadline,2021-06-27,22,sports
mlb trade deadline,2021-07-04,164,sports
mlb trade deadline,2021-07-11,105,sports
mlb trade deadline,2021-07-18,473,sports
mlb trade deadline,2021-07-25,5735,sports
mlb trade deadline,2021-08-01,95,sports
mlb trade deadline,2021-08-08,,sports
mlb trade deadline,2021-08-15,50,sports
mlb trade deadline,2021-08-22,421,sports
mlb trade deadline,2021-08-29,319,sports
mlb trade deadline,2021-09-05,,sports
mlb trade deadline,2021-09-12,78,sports
mlb trade deadline,2021-09-19,100,sports
mlb trade deadline,2021-09-26,1,sports
mlb trade deadline,2021-10-03,,sports
mlb trade deadline,2021-10-10,100,sports
mlb trade deadline,2021-10-17,,sports
mlb trade deadline,2021-10-24,,sports
mlb trade deadline,2021-10-31,,sports
mlb trade deadline,2021-11-07,,sports
mlb trade deadline,2021-11-14,,sports
mlb trade deadline,2021-11-21,,sports
mlb trade deadline,2021-11-28,,sports
mlb trade deadline,2021-12-05,,sports
mlb trade deadline,2021-12-12,100,sports
mlb trade deadline,2021-12-19,200,sports
mlb trade deadline,2021-12-26,182,sports
mlb trade deadline,2022-01-02,,sports
mlb trade deadline,2022-01-09,,sports
mlb trade deadline,2022-01-16,100,sports
mlb trade deadline,2022-01-23,68,sports
mlb trade deadline,2022-01-30,288,sports
mlb trade deadline,2022-02-06,69,sports
mlb trade deadline,2022-02-13,,sports
mlb trade deadline,2022-02-20,,sports
mlb trade deadline,2022-02-27,65,sports
mlb trade deadline,2022-03-06,,sports
mlb trade deadline,2022-03-13,75,sports
mlb trade deadline,2022-03-20,81,sports
mlb trade deadline,2022-03-27,258,sports
mlb trade deadline,2022-04-03,100,sports
mlb trade deadline,2022-04-10,100,sports
mlb trade deadline,2022-04-17,51,sports
mlb trade deadline,2022-04-24,,sports
mlb trade deadline,2022-05-01,,sports
mlb trade deadline,2022-05-08,11,sports
mlb trade deadline,2022-05-15,2,sports
mlb trade deadline,2022-05-22,20,sports
mlb trade deadline,2022-05-29,11,sports
mlb trade deadline,2022-06-05,39,sports
mlb trade deadline,2022-06-12,8,sports
mlb trade deadline,2022-06-19,91,sports
mlb trade deadline,2022-06-26,28,sports
mlb trade deadline,2022-07-03,204,sports
mlb trade deadline,2022-07-10,128,sports
mlb trade deadline,2022-07-17,529,sports
mlb trade deadline,2022-07-24,2044,sports
mlb trade deadline,2022-07-31,11457,sports
mlb trade deadline,2022-08-07,5,sports
mlb trade deadline,2022-08-14,,sports
mlb trade deadline,2022-08-21,,sports
mlb trade deadline,2022-08-28,234,sports
mlb trade deadline,2022-09-04,,sports
mlb trade deadline,2022-09-11,,sports
mlb trade deadline,2022-09-18,3,sports
mlb trade deadline,2022-09-25,93,sports
mlb trade deadline,2022-10-02,,sports
mlb trade deadline,2022-10-09,,sports
mlb trade deadline,2022-10-16,,sports
mlb trade deadline,2022-10-23,84,sports
mlb trade deadline,2022-10-30,21,sports
mlb trade deadline,2022-11-06,,sports
mlb trade deadline,2022-11-13,51,sports
mlb trade deadline,2022-11-20,,sports
mlb trade deadline,2022-11-27,240,sports
mlb trade deadline,2022-12-04,84,sports
mlb trade deadline,2022-12-11,,sports
mlb trade deadline,2022-12-18,253,sports
mlb trade deadline,2022-12-25,,sports
mlb trade deadline,2023-01-01,13,sports
mlb trade deadline,2023-01-08,100,sports
mlb trade deadline,2023-01-15,,sports
mlb trade deadline,2023-01-22,,sports
mlb trade deadline,2023-01-29,,sports
mlb trade deadline,2023-02-05,,sports
mlb trade deadline,2023-02-12,50,sports
mlb trade deadline,2023-02-19,100,sports
mlb trade deadline,2023-02-26,6,sports
mlb trade deadline,2023-03-05,67,sports
mlb trade deadline,2023-03-12,100,sports
mlb trade deadline,2023-03-19,105,sports
mlb trade deadline,2023-03-26,42,sports
mlb trade deadline,2023-04-02,,sports
mlb trade deadline,2023-04-09,70,sports
mlb trade deadline,2023-04-16,83,sports
mlb trade deadline,2023-04-23,,sports
mlb trade deadline,2023-04-30,,sports
mlb trade deadline,2023-05-07,,sports
mlb trade deadline,2023-05-14,,sports
mlb trade deadline,2023-05-21,,sports
mlb trade deadline,2023-05-28,14,sports
mlb trade deadline,2023-06-04,152,sports
mlb trade deadline,2023-06-11,6,sports
mlb trade deadline,2023-06-18,41,sports
mlb trade deadline,2023-06-25,151,sports
mlb trade deadline,2023-07-02,191,sports
mlb trade deadline,2023-07-09,379,sports
mlb trade deadline,2023-07-16,742,sports
mlb trade deadline,2023-07-23,2503,sports
mlb trade deadline,2023-07-30,9276,sports
mlb trade deadline,2023-08-06,40,sports
mlb trade deadline,2023-08-13,,sports
mlb trade deadline,2023-08-20,152,sports
mlb trade deadline,2023-08-27,12,sports
mlb trade deadline,2023-09-03,,sports
mlb trade deadline,2023-09-10,,sports
mlb trade deadline,2023-09-17,,sports
mlb trade deadline,2023-09-24,73,sports
mlb trade deadline,2023-10-01,32,sports
mlb trade deadline,2023-10-08,74,sports
mlb trade deadline,2023-10-15,,sports
mlb trade deadline,2023-10-22,87,sports
mlb trade deadline,2023-10-29,,sports
mlb trade deadline,2023-11-05,,sports
mlb trade deadline,2023-11-12,180,sports
mlb trade deadline,2023-11-19,49,sports
mlb trade deadline,2023-11-26,178,sports
mlb trade deadline,2023-12-03,8,sports
mlb trade deadline,2023-12-10,,sports
mlb trade deadline,2023-12-17,25,sports
mlb trade deadline,2023-12-24,200,sports
mlb trade deadline,2023-12-31,49,sports
mlb trade deadline,2024-01-07,,sports
mlb trade deadline,2024-01-14,104,sports
mlb trade deadline,2024-01-21,,sports
mlb trade deadline,2024-01-28,80,sports
mlb trade deadline,2024-02-04,80,sports
mlb trade deadline,2024-02-11,,sports
mlb trade deadline,2024-02-18,69,sports
mlb trade deadline,2024-02-25,87,sports
mlb trade deadline,2024-03-03,,sports
mlb trade deadline,2024-03-10,55,sports
mlb trade deadline,2024-03-17,,sports
mlb trade deadline,2024-03-24,8,sports
mlb trade deadline,2024-03-31,,sports
mlb trade deadline,2024-04-07,100,sports
mlb trade deadline,2024-04-14,100,sports
mlb trade deadline,2024-04-21,81,sports
mlb trade deadline,2024-04-28,,sports
mlb trade deadline,2024-05-05,,sports
mlb trade deadline,2024-05-12,,sports
mlb trade deadline,2024-05-19,7,sports
mlb trade deadline,2024-05-26,154,sports
mlb trade deadline,2024-06-02,146,sports
mlb trade deadline,2024-06-09,69,sports
mlb trade deadline,2024-06-16,58,sports
mlb trade deadline,2024-06-23,185,sports
mlb trade deadline,2024-06-30,282,sports
mlb trade deadline,2024-07-07,102,sports
mlb trade deadline,2024-07-14,287,sports
mlb trade deadline,2024-07-21,2049,sports
mlb trade deadline,2024-07-28,6525,sports
mlb trade deadline,2024-08-04,181,sports
mlb trade deadline,2024-08-11,11,sports
mlb trade deadline,2024-08-18,,sports
mlb trade deadline,2024-08-25,,sports
mlb trade deadline,2024-09-01,100,sports
mlb trade deadline,2024-09-08,100,sports
mlb trade deadline,2024-09-15,,sports
mlb trade deadline,2024-09-22,,sports
mlb trade deadline,2024-09-29,100,sports
mlb trade deadline,2024-10-06,162,sports
mlb trade deadline,2024-10-13,300,sports
mlb trade deadline,2024-10-20,100,sports
mlb trade deadline,2024-10-27,100,sports
mlb trade deadline,2024-11-03,100,sports
mlb trade deadline,2024-11-10,167,sports
mlb trade deadline,2024-11-17,,sports
mlb trade deadline,2024-11-24,,sports
mlb trade deadline,2024-12-01,,sports
mlb trade deadline,2024-12-08,124,sports
mlb trade deadline,2024-12-15,,sports
mlb trade deadline,2024-12-22,100,sports
mlb trade deadline,2024-12-29,39,sports
mlb trade deadline,2025-01-05,,sports
mlb trade deadline,2025-01-12,87,sports
mlb trade deadline,2025-01-19,,sports
mlb trade deadline,2025-01-26,14,sports
mlb trade deadline,2025-02-02,,sports
mlb trade deadline,2025-02-09,,sports
mlb trade deadline,2025-02-16,70,sports
mlb trade deadline,2025-02-23,8,sports
mlb trade deadline,2025-03-02,92,sports
mlb trade deadline,2025-03-09,10,sports
mlb trade deadline,2025-03-16,21,sports
mlb trade deadline,2025-03-23,,sports
mlb trade deadline,2025-03-30,,sports
mlb trade deadline,2025-04-06,,sports
mlb trade deadline,2025-04-13,,sports
mlb trade deadline,2025-04-20,65,sports
mlb trade deadline,2025-04-27,200,sports
mlb trade deadline,2025-05-04,,sports
mlb trade deadline,2025-05-11,9,sports
mlb trade deadline,2025-05-18,117,sports
mlb trade deadline,2025-05-25,141,sports
mlb trade deadline,2025-06-01,113,sports
mlb trade deadline,2025-06-08,22,sports
mlb trade deadline,2025-06-15,63,sports
mlb trade deadline,2025-06-22,71,sports
mlb trade deadline,2025-06-29,148,sports
mlb trade deadline,2025-07-06,223,sports
mlb trade deadline,2025-07-13,1226,sports
mlb trade deadline,2025-07-20,5178,sports
mlb trade deadline,2025-07-27,8208,sports
premier league,2020-08-16,407,sports
premier league,2020-08-23,568,sports
premier league,2020-08-30,702,sports
premier league,2020-09-06,3237,sports
premier league,2020-09-13,6318,sports
premier league,2020-09-20,5835,sports
premier league,2020-09-27,5808,sports
premier league,2020-10-04,4234,sports
premier league,2020-10-11,3308,sports
premier league,2020-10-18,5621,sports
premier league,2020-10-25,5366,sports
premier league,2020-11-01,4838,sports
premier league,2020-11-08,2982,sports
premier league,2020-11-15,2318,sports
premier league,2020-11-22,5216,sports
premier league,2020-11-29,5029,sports
premier league,2020-12-06,5420,sports
premier league,2020-12-13,8410,sports
premier league,2020-12-20,6819,sports
premier league,2020-12-27,10267,sports
premier league,2021-01-03,4641,sports
premier league,2021-01-10,4798,sports
premier league,2021-01-17,7480,sports
premier league,2021-01-24,7059,sports
premier league,2021-01-31,8692,sports
premier league,2021-02-07,5818,sports
premier league,2021-02-14,6295,sports
premier league,2021-02-21,5224,sports
premier league,2021-02-28,7883,sports
premier league,2021-03-07,6268,sports
premier league,2021-03-14,4206,sports
premier league,2021-03-21,1788,sports
premier league,2021-03-28,2231,sports
premier league,2021-04-04,4791,sports
premier league,2021-04-11,4633,sports
premier league,2021-04-18,6830,sports
premier league,2021-04-25,4244,sports
premier league,2021-05-02,5688,sports
premier league,2021-05-09,7924,sports
premier league,2021-05-16,6904,sports
premier league,2021-05-23,3789,sports
premier league,2021-05-30,463,sports
premier league,2021-06-06,202,sports
premier league,2021-06-13,234,sports
premier league,2021-06-20,245,sports
premier league,2021-06-27,218,sports
premier league,2021-07-04,296,sports
premier league,2021-07-11,391,sports
premier league,2021-07-18,392,sports
premier league,2021-07-25,347,sports
premier league,2021-08-01,718,sports
